video_id,translation,num_frames,error,frame_extraction_time,spatial_feature_time,motion_feature_time,inference_time,total_time,translation_en
9TWvWwI3jG4-00:01:06.082-00:01:22.082,während dieses interlude über den jahresrücke des instituts dreißig bürokratisches wetter bestimmt vor allem in den kommenden tagen die strom von nebel und wolken dreißi,384.0,,0.064,21.358,43.746,3.999,69.343,during this interlude over the year back of the institute thirty bureaucratic weather determines especially in the coming days the flow of fog and clouds drißi
AgraECvNR1A-00:00:16.500-00:00:34.140,es gelten regelmäßig unwetterwarnung des deutschen wetterdienstes es gelten entsprechende unwetterwarnung des deutschen wetterdienstes.,529.0,,0.087,31.259,59.244,4.031,94.792,regularly severe weather warnings of the German weather service apply corresponding severe weather warnings of the German weather service.
5zCLCm5eTfU-00:02:15.901-00:02:30.984,e l  l  l                          ,453.0,,0.074,24.936,50.766,4.019,79.968,e l l l
Ct-0LgiwtBs-00:02:24.979-00:02:32.960,et sorgt dafür dass es heftig mit turbulences wechselhaftes wetter lebt.,240.0,,0.044,13.504,26.05,2.448,42.2,et makes sure that it lives violently with turbulent changing weather.
j2iRHiIYtTg-00:05:51.918-00:05:55.922,e hat seinen heft und heft richtung südwest richtung ostseeküste.,120.0,,0.024,6.682,12.634,2.376,21.878,e has its booklet and booklet heading south-west towards east coast.
11QQwlNKUr4-00:10:57.039-00:11:02.759,"eax, eax und saax. eax, saax und sax. eax, sax und sax. eax, sax und sax.",172.0,,0.032,7.988,16.728,4.063,28.982,"eax, eax and saax. eax, saax and sax. eax, sax and sax. eax, sax and sax."
0ulVg4h6W9E-00:07:47.466-00:07:50.603,in den nächsten tagen will es anfangen zu verhalten.,95.0,,0.021,5.439,9.014,1.383,16.011,in the next few days it wants to start to behave.
ALW91e6WPTU-00:01:28.621-00:01:30.290,drüben e wechsel mit lokalen spannungen spannungs.,41.0,,0.011,2.257,3.656,1.755,7.831,over e changes with local voltages voltages.
3zBcV4VQ2lg-00:07:01.379-00:07:13.879,es gibt a wide variety of habitats ranging from desert sand dundee inland kansas spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien span,375.0,,0.066,21.078,41.596,4.047,66.963,there is a wide variety of habitats running from desert sand dundee inland Kansas spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain
0ulVg4h6W9E-00:00:00.500-00:00:03.403,die luft ist großeinfluss von südwest europa.,88.0,,0.02,4.698,9.154,1.551,15.576,the air is a major influence of south-west Europe.
11QQwlNKUr4-00:07:54.079-00:07:58.720,südost deutschlands liegt während ein kühlen südosteuropa tief drei über osteuropa. drührt ein tief fördert verkehrs between ost und südost. ost clés tauchen druck,140.0,,0.029,7.737,14.332,4.01,26.268,south-east Germany lies while a cool south-east Europe deep three over eastern Europe. stirs a deeply promoted traffic between east and south-east. east clés diving pressure
ftjAL7MnqsE-00:05:51.050-00:05:57.023,"eagle flüst von südwest flüsse nach ost, ost, südost, osts, südost, osts, südost, osts, osts, s",180.0,,0.032,9.628,18.283,3.997,32.1,"eagle flows from south-west rivers to east, east, south-east, east, south-east, east, south-east, east, east, s"
7MO4gEUj6v0-00:02:16.439-00:02:37.280,e                               ,501.0,,0.082,25.914,54.02,4.01,84.195,e
cunzvS3XRX4-00:11:08.918-00:11:22.264,stürmische luft im östlichen mittelmeer sorgt für eine favourable climate for die fahrt des deutschen wetterdienstes.,320.0,,0.054,16.558,35.277,4.0,56.061,stormy air in the eastern central sea provides a favorite climate for the journey of the German weather service.
FShqWVOQ3w0-00:06:07.759-00:06:14.240,außerdem hat es auch wahrscheinlich been ein bisschen gipfelt in dieser woche die lokale temperatur höchsttemperaturs höchsttemperaturs gibt es fast überall e  gibt es drin im thüringer wald ,195.0,,0.036,10.879,20.233,3.996,35.3,also it has probably been a bit culminated in this week the local temperature high temperature high temperature there is almost everywhere e there is in the Thuringian forest
